"sector","herd_size_cattle","herd_size_sheep","Herdsizegoats","animals_live_with_people","farm_fenced","wildlife_interaction","shared_water","breeding_methods","having_vet","buryingAbort","animalFeedAbort","throwingAbort","aborted_animal_fate","new_introduction","brucellosis_awareness","species","Breed","Age","Sex","ELISA_sample"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Local","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",50,1,10,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","M","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","M","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Local","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",34,0,43,"No","No","No","Yes","Natural (using bulls)","Yes","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","M","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Young","M","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","goat","Local","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","goat","Local","Young","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",65,0,7,"No","Yes","No","No","Natural (using bulls)","Yes","Yes","No","No","Kept in the herd","No","Yes","goat","Local","Young","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","M","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","M","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","M","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,14,14,"No","Yes","No","No","Natural (using bulls)","Yes","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","M","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Exotic","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Positive"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",51,7,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","No","No","Not applicable","No","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","M","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","sheep","Local","Adult","M","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","M","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","sheep","Local","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","sheep","Local","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","sheep","Local","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","sheep","Local","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","sheep","Local","Adult","F","Negative"
"Rwempasha",42,21,0,"No","Yes","No","No","Natural (using bulls)","No","No","Yes","Yes","Kept in the herd","Yes","No","sheep","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","M","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","M","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","sheep","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","cattle","Cross","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","sheep","Local","Adult","M","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","sheep","Local","Adult","M","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Positive"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","F","Negative"
"Rwempasha",21,6,30,"No","No","No","No","Natural (using bulls)","No","Yes","No","No","Kept in the herd","Yes","No","goat","Local","Adult","M","Negative"
"Rwempasha",38,20,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",38,20,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Adult","F","Negative"
"Rwempasha",38,20,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Young Adult ","F","Negative"
"Rwempasha",38,20,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","Yes","No","Kept in the herd","Yes","Yes","cattle","Cross","Young Adult ","F","Negative"
"Rwempasha",38,20,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Local","Adult","F","Negative"
"Rwempasha",38,20,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Local","Adult","F","Negative"
"Rwempasha",38,20,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Local","Adult","F","Negative"
"Rwempasha",38,20,0,"No","Yes","No","Yes","Natural (using bulls)","No","No","Yes","No","Kept in the herd","Yes","Yes","sheep","Local","Adult","F","Negative"
